Brand,Fuel_Type,Transmission,Seller_Type,Year,Km_Driven,Mileage_kmpl,Engine_CC,Seats,Owner_Count,Selling_Price_Lakhs
Ford,Petrol,Manual,Trustmark Dealer,2024,94450,15.2,2500,6,3,0.5
Honda,CNG,Automatic,Trustmark Dealer,2014,111039,12.5,2500,8,4,0.5
Maruti,Diesel,Manual,Dealer,2023,33695,16.9,2500,5,1,1.92
Toyota,Petrol,Automatic,Dealer,2023,100970,17.6,1500,6,1,0.5
Kia,Diesel,Manual,Individual,2016,187299,8.9,1200,8,2,0.5
Honda,Diesel,Manual,Individual,2016,35185,27.0,800,5,1,1.0
BMW,Diesel,Automatic,Dealer,2013,94692,29.9,2500,6,4,1.95
Hyundai,Electric,Automatic,Trustmark Dealer,2024,50908,28.3,2500,8,2,4.12
Mercedes,Diesel,Manual,Trustmark Dealer,2008,179703,26.9,1800,5,4,0.5
Volkswagen,Diesel,Automatic,Individual,2005,184065,29.8,2000,5,1,0.5
BMW,Petrol,Manual,Individual,2020,121710,28.0,1200,4,1,0.5
Ford,Petrol,Manual,Dealer,2005,7078,23.1,2000,5,2,0.5
Mahindra,Petrol,Automatic,Individual,2017,100886,11.7,1200,5,1,0.5
Mercedes,Petrol,Manual,Dealer,2007,159850,11.4,1200,5,2,0.5
Mercedes,Diesel,Automatic,Dealer,2016,159469,9.1,1500,6,1,1.25
Hyundai,Diesel,Manual,Dealer,2013,148409,17.1,1800,4,2,0.5
Volkswagen,Petrol,Automatic,Dealer,2008,11011,25.8,1800,8,1,1.42
Volkswagen,CNG,Automatic,Dealer,2006,122124,18.8,2000,5,3,0.5
Toyota,Petrol,Manual,Individual,2013,175927,16.1,3000,5,2,0.5
Toyota,Petrol,Manual,Individual,2024,80532,10.4,2500,5,4,0.5
Tata,Petrol,Automatic,Individual,2017,51845,9.1,1500,5,1,0.5
BMW,Petrol,Automatic,Dealer,2018,156118,16.8,1800,5,1,0.5
BMW,Petrol,Manual,Dealer,2007,92030,10.2,1200,5,3,0.5
BMW,Diesel,Manual,Individual,2022,11618,10.3,1200,7,1,6.18
Tata,Petrol,Manual,Dealer,2013,77435,16.7,2000,7,1,0.5
Audi,Electric,Manual,Trustmark Dealer,2019,167394,19.1,3000,7,3,0.5
Maruti,Petrol,Manual,Dealer,2014,169869,12.1,1200,6,1,0.5
Volkswagen,Petrol,Manual,Individual,2021,151200,23.1,1800,5,1,0.5
Hyundai,Petrol,Automatic,Dealer,2017,169251,17.2,1000,5,1,0.5
Ford,Diesel,Automatic,Individual,2005,123158,10.0,800,5,1,0.5
Volkswagen,Petrol,Automatic,Trustmark Dealer,2015,170145,22.0,1000,6,2,0.5
Toyota,CNG,Automatic,Trustmark Dealer,2009,83014,15.9,1500,5,1,0.5
Mercedes,Diesel,Automatic,Trustmark Dealer,2013,130713,9.2,1000,5,2,0.5
Honda,Diesel,Manual,Dealer,2011,116550,28.9,3000,5,1,0.5
Mahindra,Diesel,Automatic,Individual,2011,96965,20.6,3000,5,3,0.5
Tata,Petrol,Automatic,Dealer,2006,173435,18.5,2500,5,1,0.5
Kia,Petrol,Automatic,Individual,2023,120503,26.9,3000,5,2,0.5
Honda,Petrol,Manual,Dealer,2024,147769,28.6,2000,5,3,0.5
Ford,Diesel,Automatic,Trustmark Dealer,2022,151494,12.8,1000,5,2,0.5
BMW,Petrol,Automatic,Trustmark Dealer,2014,43380,25.8,2500,5,1,4.37
Toyota,Petrol,Automatic,Dealer,2009,100877,26.3,2000,5,1,0.5
Toyota,Electric,Manual,Dealer,2020,65857,9.2,1500,5,1,1.11
Toyota,Petrol,Automatic,Dealer,2009,26259,23.7,1000,7,2,0.61
BMW,CNG,Automatic,Individual,2019,77622,9.4,800,5,1,1.96
Kia,Diesel,Manual,Dealer,2020,137221,21.1,1800,7,3,0.5
Tata,Petrol,Automatic,Trustmark Dealer,2008,27792,22.7,2500,5,4,0.5
Honda,Petrol,Manual,Individual,2018,152462,16.1,1500,5,1,0.5
BMW,Petrol,Automatic,Individual,2021,170276,27.4,1000,5,1,0.5
Ford,Diesel,Automatic,Individual,2021,172090,25.6,1200,5,3,0.5
Tata,Diesel,Manual,Dealer,2020,98651,28.4,1200,5,1,0.5
Ford,Diesel,Manual,Trustmark Dealer,2013,94583,14.9,1500,5,2,0.5
Tata,Electric,Automatic,Individual,2006,87614,8.5,1200,5,2,0.5
Kia,Diesel,Manual,Trustmark Dealer,2015,157543,25.9,800,5,1,0.5
Mahindra,Petrol,Manual,Individual,2019,19263,12.9,2500,5,4,0.5
Ford,Petrol,Automatic,Individual,2007,65309,18.3,1000,6,2,0.5
BMW,CNG,Manual,Dealer,2020,57451,26.0,800,5,1,3.62
Tata,Petrol,Manual,Individual,2023,75379,12.8,800,8,1,0.5
Toyota,Petrol,Automatic,Individual,2010,82969,14.9,1800,8,3,0.5
Audi,Diesel,Manual,Individual,2018,127425,17.7,1000,7,2,0.5
Volkswagen,Petrol,Manual,Individual,2009,147631,14.0,1500,5,1,0.5
Toyota,Electric,Automatic,Dealer,2009,68728,18.1,1200,4,1,0.5
Maruti,Diesel,Automatic,Trustmark Dealer,2010,9952,8.2,2500,8,1,1.07
Mahindra,Petrol,Automatic,Trustmark Dealer,2022,66726,12.7,1800,5,4,0.5
Mahindra,Electric,Automatic,Dealer,2022,124735,26.3,800,5,1,0.5
Toyota,Petrol,Automatic,Trustmark Dealer,2023,45610,17.1,1200,5,1,2.62
Honda,Petrol,Manual,Dealer,2006,91467,22.0,1000,5,4,0.5
Kia,Petrol,Manual,Individual,2021,138225,13.1,800,6,2,0.5
Ford,Petrol,Manual,Dealer,2005,99447,22.3,800,8,2,0.5
BMW,Diesel,Manual,Trustmark Dealer,2013,144091,30.0,1000,7,4,0.5
Mahindra,Petrol,Automatic,Dealer,2017,111827,21.1,1500,5,1,0.5
Toyota,Petrol,Automatic,Dealer,2008,102167,21.8,1800,5,4,0.5
Toyota,Petrol,Manual,Dealer,2009,133890,10.5,3000,5,1,0.5
Kia,Diesel,Automatic,Dealer,2022,42929,16.9,1000,5,1,2.26
Kia,CNG,Manual,Individual,2014,153100,26.9,1200,5,1,0.5
Hyundai,Petrol,Manual,Dealer,2008,39620,26.4,1200,5,4,0.5
Hyundai,Petrol,Automatic,Individual,2017,123818,19.5,3000,5,1,0.5
Honda,Petrol,Manual,Trustmark Dealer,2017,130803,27.9,800,4,1,0.5
Audi,Petrol,Manual,Individual,2021,184546,11.1,2500,8,1,0.5
Audi,Diesel,Manual,Trustmark Dealer,2012,15623,22.5,2000,8,1,4.09
Honda,Diesel,Manual,Dealer,2008,90504,13.5,1800,5,2,0.5
Maruti,Petrol,Automatic,Dealer,2007,8809,22.2,1500,5,2,0.5
Honda,Petrol,Automatic,Individual,2015,128690,9.9,1500,7,3,0.5
Tata,Petrol,Manual,Dealer,2016,97907,28.8,3000,8,3,0.5
Kia,Diesel,Manual,Trustmark Dealer,2013,187118,25.3,3000,7,2,0.5
Audi,Petrol,Automatic,Dealer,2019,114502,12.4,2000,5,2,1.41
BMW,Electric,Automatic,Trustmark Dealer,2017,67496,22.0,1200,5,1,5.11
Tata,Diesel,Manual,Dealer,2009,167811,24.7,1500,5,4,0.5
Ford,Petrol,Manual,Individual,2009,189524,12.6,2500,5,1,0.5
Toyota,Diesel,Automatic,Dealer,2023,143049,10.1,1200,5,1,0.5
Honda,Electric,Automatic,Dealer,2015,170910,15.7,3000,7,2,0.5
Toyota,Diesel,Manual,Individual,2013,140206,11.0,1800,5,3,0.5
Mahindra,Petrol,Automatic,Dealer,2007,189492,20.4,3000,7,2,0.5
Maruti,Petrol,Manual,Individual,2022,34431,17.3,2000,5,3,0.5
Mahindra,CNG,Manual,Individual,2017,54565,18.2,800,5,1,0.5
Maruti,Diesel,Manual,Dealer,2016,193065,19.9,3000,5,2,0.5
Hyundai,Diesel,Automatic,Trustmark Dealer,2013,194107,29.6,2500,5,1,0.5
Toyota,CNG,Manual,Dealer,2014,52312,25.4,1200,7,2,0.5
Maruti,CNG,Manual,Individual,2017,115613,21.8,1800,5,1,0.5
Mercedes,Electric,Manual,Individual,2024,43916,16.0,2000,7,1,7.27
Audi,Petrol,Automatic,Individual,2024,156765,8.6,1200,8,1,0.85
Mercedes,Diesel,Manual,Dealer,2017,174631,10.6,1000,7,1,0.5
Mercedes,Diesel,Manual,Dealer,2013,87839,24.1,1200,5,1,1.47
Volkswagen,Diesel,Manual,Individual,2014,55058,16.1,1800,5,1,0.5
Audi,Diesel,Automatic,Dealer,2023,147930,15.4,1500,5,1,0.5
Tata,Petrol,Manual,Dealer,2010,48324,27.6,1200,5,1,0.5
Maruti,Diesel,Manual,Individual,2011,186016,18.7,800,8,1,0.5
Maruti,Diesel,Manual,Individual,2019,95687,27.8,1800,5,1,0.5
Tata,Petrol,Automatic,Dealer,2023,180259,27.5,3000,7,1,0.5
Toyota,Diesel,Manual,Dealer,2018,33147,9.8,1500,7,1,1.39
Toyota,Petrol,Automatic,Dealer,2020,82914,28.8,1800,8,1,1.99
Mercedes,Petrol,Automatic,Dealer,2018,127879,9.7,1200,5,3,0.85
Tata,Petrol,Automatic,Dealer,2024,83593,29.2,1000,5,2,0.5
Audi,Petrol,Manual,Dealer,2006,137432,18.0,1000,5,1,0.5
Mercedes,Diesel,Automatic,Trustmark Dealer,2013,7048,24.7,3000,7,2,7.24
Mahindra,Diesel,Manual,Individual,2007,175092,23.5,2500,5,1,0.5
Volkswagen,Diesel,Manual,Dealer,2010,48935,19.4,800,5,2,0.5
BMW,CNG,Automatic,Dealer,2009,158554,21.6,2000,5,1,0.5
Ford,Petrol,Manual,Individual,2018,122884,28.9,2000,5,2,0.5
Volkswagen,Petrol,Manual,Dealer,2019,96199,28.4,2500,5,2,0.5
Toyota,CNG,Manual,Individual,2022,169045,22.4,800,5,4,0.5
BMW,Petrol,Automatic,Trustmark Dealer,2021,114982,22.5,1500,8,1,2.38
Hyundai,Electric,Manual,Individual,2013,151257,13.4,1000,5,3,0.5
Honda,CNG,Automatic,Dealer,2023,155771,26.2,1200,7,2,0.5
Mercedes,Diesel,Automatic,Individual,2013,60885,21.9,3000,5,4,3.85
Maruti,Electric,Automatic,Trustmark Dealer,2020,177654,26.2,2500,5,2,0.5
Tata,Petrol,Manual,Individual,2010,23061,22.5,1800,7,2,0.5
Tata,Petrol,Automatic,Individual,2012,82015,14.6,2500,5,2,0.5
Maruti,Diesel,Manual,Dealer,2007,114508,12.2,3000,6,3,0.5
Mercedes,Petrol,Manual,Dealer,2009,122700,9.7,1800,6,1,0.5
Honda,Electric,Manual,Individual,2011,180669,20.9,1000,5,2,0.5
Ford,Petrol,Manual,Trustmark Dealer,2005,146964,14.2,3000,5,2,0.5
Honda,Diesel,Manual,Individual,2008,28931,21.9,2500,5,1,0.5
BMW,Diesel,Manual,Individual,2020,105175,9.3,1000,7,3,1.75
Honda,Diesel,Manual,Dealer,2018,29654,16.3,1800,5,1,1.8
BMW,Petrol,Manual,Dealer,2005,93478,13.7,1500,7,1,0.5
Honda,Petrol,Automatic,Individual,2008,194892,16.1,1800,5,2,0.5
Ford,CNG,Automatic,Dealer,2014,58886,9.2,800,5,2,0.5
Ford,Petrol,Automatic,Individual,2015,125477,23.9,2500,5,1,0.5
Toyota,CNG,Manual,Dealer,2011,77470,10.6,1200,5,2,0.5
Maruti,Diesel,Manual,Individual,2008,105029,8.3,2500,7,2,0.5
Ford,Diesel,Automatic,Individual,2005,70324,28.8,1000,5,1,0.5
BMW,Diesel,Manual,Dealer,2005,110520,12.2,2000,5,2,0.5
Ford,Petrol,Automatic,Dealer,2021,70027,26.2,2500,4,3,0.5
Toyota,Diesel,Manual,Individual,2014,6425,29.2,1000,5,1,2.14
Tata,CNG,Automatic,Trustmark Dealer,2009,137805,19.8,1500,5,2,0.5
BMW,Petrol,Manual,Individual,2011,181447,19.6,800,5,1,0.5
Toyota,Electric,Manual,Dealer,2012,69411,16.1,2500,5,3,0.5
Mahindra,Diesel,Automatic,Dealer,2006,15603,17.4,1800,5,2,0.5
Mahindra,Petrol,Manual,Dealer,2013,17152,18.6,800,7,1,0.5
Hyundai,Petrol,Manual,Dealer,2008,151873,11.3,800,5,1,0.5
Honda,Electric,Manual,Individual,2016,61318,16.0,1500,5,2,0.5
Maruti,Petrol,Automatic,Individual,2015,153057,26.0,1500,5,2,0.5
Kia,CNG,Manual,Dealer,2009,113051,12.0,2000,7,3,0.5
Volkswagen,CNG,Manual,Dealer,2016,26068,24.1,1800,5,1,1.06
Toyota,Petrol,Manual,Dealer,2008,18531,22.3,2000,8,1,0.5
Tata,Petrol,Manual,Trustmark Dealer,2017,117289,9.3,1800,5,1,0.5
Volkswagen,Diesel,Automatic,Individual,2005,39288,8.5,1200,5,1,0.5
Tata,Petrol,Manual,Individual,2022,105694,15.8,800,5,1,0.5
Audi,Diesel,Manual,Dealer,2008,96762,23.2,1800,6,4,0.5
Audi,Petrol,Manual,Individual,2008,103197,15.3,1500,5,1,0.5
Audi,Diesel,Manual,Dealer,2012,176140,22.7,1200,5,2,0.5
Volkswagen,Diesel,Manual,Dealer,2024,148531,22.6,2000,4,1,0.5
Toyota,Petrol,Manual,Individual,2010,109445,25.7,1200,5,2,0.5
Kia,Petrol,Manual,Individual,2008,168626,10.2,1500,5,3,0.5
Volkswagen,Petrol,Automatic,Dealer,2008,111243,20.7,3000,5,2,0.5
Toyota,Petrol,Manual,Dealer,2015,75313,9.4,1800,5,1,0.5
Ford,Diesel,Automatic,Dealer,2013,150343,11.9,3000,7,1,0.5
Kia,CNG,Manual,Dealer,2018,132286,15.2,1500,5,3,0.5
Audi,Petrol,Manual,Individual,2008,8801,23.6,1800,5,4,1.72
BMW,Diesel,Manual,Trustmark Dealer,2017,77593,29.4,1500,5,1,2.13
Tata,Diesel,Manual,Dealer,2010,162583,15.5,1500,8,2,0.5
Audi,Petrol,Automatic,Dealer,2017,78635,19.5,1000,7,2,1.61
Mahindra,Petrol,Automatic,Dealer,2007,85729,13.7,1800,7,2,0.5
Honda,Electric,Automatic,Individual,2011,60233,22.9,800,5,4,0.5
Mahindra,Diesel,Automatic,Dealer,2005,25011,16.1,1000,5,1,0.5
Audi,Diesel,Manual,Individual,2015,199035,18.6,1000,5,2,0.5
Kia,Diesel,Manual,Dealer,2006,53900,20.5,1000,7,1,0.5
BMW,Petrol,Automatic,Individual,2009,156836,23.1,1000,5,2,0.5
Tata,Diesel,Automatic,Trustmark Dealer,2018,187766,9.3,800,4,1,0.5
BMW,Diesel,Manual,Trustmark Dealer,2017,85085,20.2,1000,5,2,1.66
Volkswagen,Diesel,Manual,Trustmark Dealer,2020,143032,17.5,2000,5,1,0.5
Tata,Petrol,Manual,Individual,2019,21583,10.9,3000,8,1,1.5
Audi,Petrol,Automatic,Trustmark Dealer,2007,135283,12.6,800,7,2,0.5
Volkswagen,Petrol,Manual,Dealer,2010,77532,27.4,2000,5,1,0.5
Toyota,Electric,Manual,Dealer,2013,19201,27.2,3000,5,1,3.13
Kia,Petrol,Manual,Dealer,2007,65019,8.7,800,5,2,0.5
Mercedes,Diesel,Automatic,Individual,2017,25420,23.2,2000,5,1,6.59
Toyota,Petrol,Manual,Trustmark Dealer,2017,45602,20.2,1000,5,2,0.5
Hyundai,Petrol,Automatic,Dealer,2011,188717,28.7,3000,8,3,0.5
BMW,Diesel,Manual,Individual,2009,189196,28.0,1200,5,1,0.5
Mercedes,Diesel,Automatic,Individual,2012,105156,20.8,800,7,2,1.82
Volkswagen,Diesel,Automatic,Trustmark Dealer,2012,54031,11.1,3000,7,2,0.5
Ford,Petrol,Manual,Individual,2011,17629,18.1,1000,8,1,0.5
Toyota,Diesel,Manual,Trustmark Dealer,2023,193803,24.0,2500,5,1,0.5
Hyundai,Petrol,Manual,Dealer,2011,33675,28.9,2500,5,4,0.5
Maruti,Petrol,Manual,Dealer,2008,132652,16.0,1500,8,1,0.5
Mercedes,Diesel,Automatic,Individual,2014,137734,25.3,3000,7,1,2.22
Mahindra,Petrol,Manual,Dealer,2017,85270,23.0,1500,7,2,0.5
Tata,Petrol,Manual,Dealer,2008,12589,9.7,1800,7,2,0.5
Hyundai,Diesel,Manual,Individual,2023,113954,20.3,2500,5,3,0.5
Kia,Diesel,Manual,Individual,2014,185436,12.0,800,4,4,0.5
Mercedes,CNG,Automatic,Individual,2011,9655,23.0,2500,5,1,6.25
Toyota,Petrol,Manual,Dealer,2009,79285,21.4,800,5,2,0.5
Kia,Petrol,Automatic,Individual,2007,146869,29.4,3000,5,4,0.5
Mahindra,Petrol,Automatic,Dealer,2006,11645,28.6,2000,5,2,0.5
Ford,Electric,Manual,Dealer,2015,122379,8.2,1500,5,2,0.5
BMW,Diesel,Manual,Individual,2014,170834,9.8,800,5,1,0.5
BMW,Diesel,Automatic,Dealer,2017,52634,24.9,3000,5,1,5.04
Audi,Petrol,Manual,Dealer,2011,157504,23.1,2500,6,2,0.5
Kia,Diesel,Manual,Individual,2014,183962,25.6,800,8,4,0.5
Volkswagen,Petrol,Manual,Dealer,2008,195183,13.9,3000,7,1,0.5
Ford,Diesel,Manual,Trustmark Dealer,2024,179683,26.7,1500,5,1,0.5
BMW,Electric,Automatic,Individual,2020,162743,17.7,1000,5,3,1.34
Ford,Electric,Manual,Trustmark Dealer,2024,41760,13.8,2000,7,1,2.85
Hyundai,Diesel,Manual,Dealer,2010,33233,8.2,1500,5,2,0.5
Ford,Diesel,Automatic,Individual,2013,173663,27.2,1200,5,1,0.5
Honda,Electric,Automatic,Dealer,2017,55091,19.8,2500,5,1,2.27
Mahindra,Diesel,Manual,Individual,2011,140510,29.5,2500,5,1,0.5
BMW,Petrol,Automatic,Dealer,2022,109602,23.7,1500,5,1,3.79
Ford,Diesel,Manual,Dealer,2018,89905,9.8,2000,5,2,0.5
Kia,Petrol,Automatic,Trustmark Dealer,2009,181968,20.9,1500,5,1,0.5
Maruti,Diesel,Manual,Dealer,2017,97139,8.4,2000,5,1,0.5
Honda,Diesel,Manual,Dealer,2012,16319,20.3,2500,6,1,1.41
Honda,Diesel,Automatic,Dealer,2019,85258,15.7,1000,5,1,0.5
Volkswagen,Petrol,Manual,Individual,2023,108293,22.2,1500,5,4,0.5
Ford,Petrol,Automatic,Dealer,2013,142100,19.9,1500,5,1,0.5
Audi,Diesel,Manual,Dealer,2010,116930,13.7,3000,8,1,0.5
Volkswagen,CNG,Automatic,Dealer,2018,115629,11.6,1000,5,1,0.5
Volkswagen,Diesel,Automatic,Individual,2014,30940,16.9,2500,5,1,1.22
Maruti,Petrol,Manual,Individual,2013,144494,29.7,3000,5,2,0.5
Hyundai,Electric,Automatic,Dealer,2021,56651,17.6,1500,6,2,2.41
Ford,Electric,Manual,Dealer,2017,195720,24.5,1000,8,2,0.5
Toyota,Petrol,Automatic,Dealer,2021,179513,9.3,1200,5,2,0.5
BMW,Petrol,Manual,Dealer,2023,25688,16.3,1000,7,1,5.69
Volkswagen,Diesel,Automatic,Dealer,2017,182352,20.8,800,5,1,0.5
Mahindra,CNG,Manual,Dealer,2013,19472,24.5,800,4,2,0.5
Tata,Electric,Manual,Individual,2005,85436,19.6,3000,7,2,0.5
Mahindra,CNG,Manual,Trustmark Dealer,2005,40671,19.3,2000,5,2,0.5
Maruti,Diesel,Manual,Dealer,2009,196881,24.8,1000,5,1,0.5
Maruti,Diesel,Automatic,Individual,2012,78299,14.9,1500,8,1,0.5
Kia,Petrol,Automatic,Individual,2022,15960,10.0,1800,5,3,1.08
Hyundai,Petrol,Automatic,Individual,2008,127652,15.6,2500,5,1,0.5
Audi,Diesel,Manual,Trustmark Dealer,2005,129118,11.5,2500,5,2,0.5
BMW,Diesel,Manual,Dealer,2019,138146,29.3,1800,5,1,0.88
Mercedes,Diesel,Manual,Dealer,2024,39833,20.7,3000,5,3,6.33
Volkswagen,Diesel,Automatic,Individual,2008,40976,17.8,3000,5,4,0.5
Mahindra,Petrol,Automatic,Dealer,2013,112549,28.1,1200,5,2,0.5
Tata,Diesel,Manual,Dealer,2024,135120,27.8,1200,8,2,0.5
Maruti,Petrol,Manual,Dealer,2014,70658,17.1,1800,5,3,0.5
Maruti,Petrol,Manual,Dealer,2019,55108,27.2,1800,5,2,0.5
Hyundai,Diesel,Automatic,Individual,2007,157552,9.4,1000,5,3,0.5
Tata,Diesel,Automatic,Dealer,2006,55138,27.5,1800,5,1,0.5
Tata,Electric,Automatic,Dealer,2009,14443,14.8,800,5,1,1.31
Hyundai,Petrol,Manual,Dealer,2005,74969,20.4,1200,5,3,0.5
Maruti,Diesel,Automatic,Dealer,2015,137062,13.9,2500,6,2,0.5
BMW,Petrol,Automatic,Trustmark Dealer,2016,128781,29.7,2000,5,2,0.62
Ford,Petrol,Manual,Dealer,2007,97198,9.6,2500,4,3,0.5
Ford,CNG,Manual,Trustmark Dealer,2020,66336,17.8,1200,4,3,0.5
Hyundai,Diesel,Manual,Individual,2018,34097,21.7,2500,5,1,0.61
Tata,CNG,Manual,Individual,2016,155258,21.5,800,5,2,0.5
Volkswagen,Petrol,Automatic,Dealer,2024,56356,24.3,1200,5,2,1.4
Hyundai,CNG,Manual,Dealer,2020,89744,23.9,3000,6,2,0.5
BMW,Petrol,Automatic,Trustmark Dealer,2012,93015,25.4,1800,8,1,2.39
Hyundai,CNG,Manual,Trustmark Dealer,2021,148994,13.2,1200,8,1,0.5
Honda,Petrol,Manual,Dealer,2021,166838,16.2,800,6,1,0.5
Mahindra,Petrol,Manual,Dealer,2011,155859,16.4,1200,5,1,0.5
Tata,Diesel,Manual,Dealer,2019,158609,29.0,2000,5,1,0.5
Audi,Electric,Manual,Trustmark Dealer,2013,80919,17.0,2000,5,1,1.42
Kia,Petrol,Manual,Dealer,2008,108854,12.9,2000,5,2,0.5
Kia,Petrol,Manual,Individual,2012,58034,21.9,2500,8,1,0.5
Tata,CNG,Manual,Individual,2014,102431,17.4,2000,5,1,0.5
Audi,Petrol,Manual,Individual,2019,181614,13.5,1800,7,1,0.5
Mercedes,Petrol,Manual,Individual,2022,139279,23.7,2000,8,2,1.41
BMW,Petrol,Manual,Dealer,2018,33234,12.2,2000,7,1,4.16
Honda,Petrol,Automatic,Trustmark Dealer,2009,35568,21.9,1000,7,1,0.5
Honda,Electric,Manual,Individual,2013,73633,17.5,2000,5,1,0.5
Maruti,Diesel,Automatic,Individual,2017,122766,15.0,1800,4,2,0.5
Mahindra,Diesel,Manual,Dealer,2023,114582,28.8,3000,5,1,0.5
Ford,Electric,Automatic,Individual,2015,59703,15.1,2000,7,1,1.47
Toyota,Diesel,Manual,Dealer,2016,122634,15.6,1200,5,2,0.5
BMW,Petrol,Automatic,Dealer,2007,188695,27.2,3000,5,1,0.5
Toyota,Petrol,Manual,Individual,2006,189526,10.8,2000,5,4,0.5
Toyota,Petrol,Automatic,Individual,2019,104928,10.4,1500,5,3,0.5
Tata,Petrol,Manual,Individual,2009,196703,14.2,1200,5,1,0.5
Kia,Electric,Manual,Dealer,2011,80253,21.0,2500,8,2,0.5
Kia,Diesel,Automatic,Individual,2008,121170,16.5,2000,4,1,0.5
Ford,Petrol,Manual,Dealer,2009,21642,21.4,2000,5,1,0.5
Tata,Diesel,Manual,Individual,2020,84176,11.5,1200,5,3,0.5
Toyota,Diesel,Manual,Dealer,2019,87373,13.8,800,5,1,0.5
Audi,Electric,Automatic,Individual,2020,13990,20.4,1500,5,1,7.19
Mercedes,CNG,Automatic,Individual,2008,189694,12.8,800,5,4,0.5
Volkswagen,Diesel,Manual,Dealer,2010,187735,17.3,2000,5,1,0.5
Kia,Diesel,Automatic,Dealer,2022,9170,20.6,800,5,1,3.24
BMW,Diesel,Manual,Individual,2007,160889,29.4,1800,7,1,0.5
Audi,Diesel,Manual,Individual,2009,141208,9.8,3000,8,2,0.5
BMW,Petrol,Automatic,Individual,2006,137784,18.1,1000,5,1,0.5
Maruti,Petrol,Automatic,Individual,2020,78687,16.7,3000,5,2,0.5
Hyundai,Diesel,Automatic,Dealer,2010,188551,26.1,1200,5,4,0.5
Volkswagen,Petrol,Manual,Dealer,2019,146545,27.8,3000,5,2,0.5
Kia,Petrol,Manual,Dealer,2022,128376,28.0,1500,5,1,0.5
Honda,Diesel,Manual,Dealer,2010,90031,16.3,1200,5,3,0.5
Kia,Petrol,Manual,Individual,2017,26625,14.7,800,8,2,0.5
Audi,Diesel,Manual,Dealer,2017,149833,17.9,3000,5,2,0.5
Maruti,Diesel,Automatic,Trustmark Dealer,2005,79454,15.6,2500,8,1,0.5
BMW,Electric,Automatic,Individual,2020,6821,23.8,1000,4,1,7.69
Toyota,Diesel,Manual,Trustmark Dealer,2008,105120,12.7,800,5,1,0.5
Honda,Petrol,Manual,Trustmark Dealer,2021,184718,22.5,1200,5,2,0.5
Tata,Diesel,Automatic,Dealer,2022,41200,28.4,1800,7,1,2.58
Mahindra,CNG,Manual,Individual,2020,88889,14.2,1200,5,1,0.5
Toyota,Electric,Automatic,Dealer,2005,184322,22.9,3000,6,1,0.5
Mahindra,Petrol,Manual,Dealer,2010,89304,11.2,800,5,1,0.5
Volkswagen,Petrol,Manual,Individual,2015,41447,10.7,1500,4,1,0.5
Mercedes,Electric,Automatic,Dealer,2010,165256,10.5,2500,5,1,0.5
Hyundai,Petrol,Manual,Trustmark Dealer,2021,185826,11.0,1500,5,3,0.5
Mercedes,Diesel,Manual,Individual,2008,152883,12.8,1500,5,2,0.5
Honda,Petrol,Manual,Individual,2018,162667,20.4,2500,5,2,0.5
Ford,Petrol,Automatic,Dealer,2018,96568,24.9,1500,5,1,0.5
Honda,Petrol,Automatic,Individual,2024,111502,10.8,3000,5,1,0.5
Mercedes,Petrol,Manual,Dealer,2012,109567,27.1,1500,7,1,0.79
Kia,Diesel,Manual,Individual,2006,22757,26.5,2000,5,1,0.5
Audi,Electric,Automatic,Dealer,2009,112136,24.0,1000,5,3,1.21
BMW,Petrol,Manual,Individual,2008,148026,17.4,1000,6,1,0.5
Kia,CNG,Automatic,Dealer,2014,197421,8.0,1800,5,2,0.5
Kia,Petrol,Manual,Dealer,2024,174002,24.2,3000,5,1,0.5
Audi,Diesel,Manual,Dealer,2007,97342,27.3,3000,7,3,0.5
Audi,Petrol,Automatic,Dealer,2020,93760,15.4,1500,5,1,1.86
Volkswagen,Electric,Manual,Individual,2014,139883,23.8,800,7,3,0.5
Toyota,Diesel,Automatic,Dealer,2019,166440,9.4,800,5,1,0.5
Ford,Diesel,Manual,Dealer,2008,168791,23.6,1200,5,1,0.5
Ford,CNG,Manual,Individual,2005,144709,9.5,1500,5,4,0.5
Kia,Diesel,Automatic,Dealer,2019,17133,20.9,2500,5,1,2.87
Mahindra,Electric,Manual,Dealer,2014,51986,21.1,2500,5,3,0.5
Volkswagen,Diesel,Automatic,Individual,2024,164943,14.6,800,5,1,0.5
Kia,Electric,Manual,Dealer,2022,177544,9.7,2000,5,1,0.5
Hyundai,Diesel,Automatic,Dealer,2020,194405,28.9,1800,5,1,0.5
BMW,Petrol,Automatic,Dealer,2013,60508,19.8,800,5,2,2.0
Audi,Diesel,Manual,Dealer,2023,6401,20.8,2000,5,2,6.43
Toyota,Petrol,Automatic,Individual,2021,146076,21.5,2000,4,1,0.5
Tata,Diesel,Automatic,Dealer,2014,171373,27.6,1800,5,2,0.5
Audi,Diesel,Manual,Individual,2023,105313,9.3,1500,5,1,1.56
Hyundai,Diesel,Manual,Dealer,2012,141973,27.7,1200,5,4,0.5
Mahindra,Petrol,Manual,Dealer,2023,74621,13.3,3000,5,1,0.5
Honda,Petrol,Manual,Dealer,2009,124673,9.7,1200,5,1,0.5
Honda,Diesel,Manual,Individual,2006,184881,22.5,3000,5,1,0.5
Mercedes,Electric,Manual,Trustmark Dealer,2019,131545,29.5,1000,4,3,1.95
